time,LF,RF,LR,RR,LT,RT,distRight,distLeft,thetaRight,thetaLeft,theta,distance,turn,velocity,targetDist,startTurn,stopTurn,targetTheta
1.3861425E12,7.288442,9.01234,8.491765,10.777635,4.0,4.0,9.894987,7.8901033,0.17745951,-0.12062455,-0.12062455,-7.8901033,1000.0,1500.0,20.0,0.0,0.0,0.31312233
1.3861425E12,7.288442,9.01234,8.491765,10.777635,4.0,4.0,9.894987,7.8901033,0.17745951,-0.12062455,-0.12062455,-7.8901033,1000.0,1500.0,20.0,0.0,0.0,0.31312233
1.3861425E12,7.1604652,8.602129,8.317803,10.900051,4.0,4.0,9.75109,7.7391343,0.23186415,-0.11599372,-0.11599372,-7.7391343,1000.0,1500.0,20.0,0.0,0.0,0.3170259
1.3861425E12,7.1604652,8.602129,8.317803,10.900051,4.0,4.0,9.75109,7.7391343,0.23186415,-0.11599372,-0.11599372,-7.7391343,1000.0,1500.0,20.0,0.0,0.0,0.3170259
1.3861425E12,7.3899927,8.941289,8.500967,11.030217,4.0,4.0,9.985753,7.94548,0.21044269,-0.11132729,-0.11132729,-7.94548,1000.0,1500.0,20.0,0.0,0.0,0.31169048
1.3861425E12,7.3899927,8.941289,8.500967,11.030217,4.0,4.0,9.985753,7.94548,0.21044269,-0.11132729,-0.11132729,-7.94548,1000.0,1500.0,20.0,0.0,0.0,0.31169048
1.3861425E12,7.447694,8.801392,8.371284,11.080313,4.0,4.0,9.940852,7.9094887,0.22991227,-0.092490755,-0.092490755,-7.9094887,1000.0,1500.0,20.0,0.0,0.0,0.3126211
1.3861425E12,7.447694,8.801392,8.371284,11.080313,4.0,4.0,9.940852,7.9094887,0.22991227,-0.092490755,-0.092490755,-7.9094887,1000.0,1500.0,20.0,0.0,0.0,0.3126211
1.3861425E12,7.458531,8.731402,8.351588,10.804533,4.0,4.0,9.767967,7.90506,0.20882758,-0.089424916,-0.089424916,-7.90506,1000.0,1500.0,20.0,0.0,0.0,0.3127356
1.3861425E12,7.458531,8.731402,8.351588,10.804533,4.0,4.0,9.767967,7.90506,0.20882758,-0.089424916,-0.089424916,-7.90506,1000.0,1500.0,20.0,0.0,0.0,0.3127356
1.3861425E12,7.438665,8.757646,8.484257,10.885805,4.0,4.0,9.821726,7.961461,0.214456,-0.10475064,-0.10475064,-7.961461,1000.0,1500.0,20.0,0.0,0.0,0.31127724
1.3861425E12,7.438665,8.757646,8.484257,10.885805,4.0,4.0,9.821726,7.961461,0.214456,-0.10475064,-0.10475064,-7.961461,1000.0,1500.0,20.0,0.0,0.0,0.31127724
1.3861425E12,7.471157,9.041548,8.434854,10.705062,4.0,4.0,9.873304,7.9530053,0.16712834,-0.09651943,-0.09651943,-7.9530053,1000.0,1500.0,20.0,0.0,0.0,0.31149587
1.3861425E12,7.471157,9.041548,8.434854,10.705062,4.0,4.0,9.873304,7.9530053,0.16712834,-0.09651943,-0.09651943,-7.9530053,1000.0,1500.0,20.0,0.0,0.0,0.31149587
1.3861425E12,7.4579062,8.995226,8.220096,11.072267,4.0,4.0,10.033747,7.8390007,0.20922725,-0.07629295,-0.07629295,-7.8390007,1000.0,1500.0,20.0,0.0,0.0,0.31444368
1.3861425E12,7.4579062,8.995226,8.220096,11.072267,4.0,4.0,10.033747,7.8390007,0.20922725,-0.07629295,-0.07629295,-7.8390007,1000.0,1500.0,20.0,0.0,0.0,0.31444368
1.3861425E12,7.3993325,9.066798,8.50178,10.895917,4.0,4.0,9.981358,7.9505563,0.18394755,-0.110469244,-0.110469244,-7.9505563,1000.0,1500.0,20.0,0.0,0.0,0.3115592
1.3861425E12,7.3993325,9.066798,8.50178,10.895917,4.0,4.0,9.981358,7.9505563,0.18394755,-0.110469244,-0.110469244,-7.9505563,1000.0,1500.0,20.0,0.0,0.0,0.3115592
1.3861425E12,7.480728,8.849703,8.302138,11.137587,4.0,4.0,9.993645,7.8914332,0.23083283,-0.0822337,-0.0822337,-7.8914332,1000.0,1500.0,20.0,0.0,0.0,0.31308794
1.3861425E12,7.480728,8.849703,8.302138,11.137587,4.0,4.0,9.993645,7.8914332,0.23083283,-0.0822337,-0.0822337,-7.8914332,1000.0,1500.0,20.0,0.0,0.0,0.31308794
1.3861425E12,7.4577937,8.954669,8.361765,10.213236,4.0,4.0,9.583953,7.9097795,0.12619133,-0.090520754,-0.090520754,-7.9097795,1000.0,1500.0,20.0,0.0,0.0,0.31261358
1.3861425E12,7.4577937,8.954669,8.361765,10.213236,4.0,4.0,9.583953,7.9097795,0.12619133,-0.090520754,-0.090520754,-7.9097795,1000.0,1500.0,20.0,0.0,0.0,0.31261358
1.3861425E12,7.3133807,8.989373,8.422054,10.960718,4.0,4.0,9.975046,7.8677173,0.19843416,-0.111095734,-0.111095734,-7.8677173,1000.0,1500.0,20.0,0.0,0.0,0.31370115
1.3861425E12,7.3133807,8.989373,8.422054,10.960718,4.0,4.0,9.975046,7.8677173,0.19843416,-0.111095734,-0.111095734,-7.8677173,1000.0,1500.0,20.0,0.0,0.0,0.31370115
1.3861425E12,7.441263,8.867087,8.453271,10.737837,4.0,4.0,9.802463,7.947267,0.18818365,-0.101374365,-0.101374365,-7.947267,1000.0,1500.0,20.0,0.0,0.0,0.31164426
1.3861425E12,7.441263,8.867087,8.453271,10.737837,4.0,4.0,9.802463,7.947267,0.18818365,-0.101374365,-0.101374365,-7.947267,1000.0,1500.0,20.0,0.0,0.0,0.31164426
1.3861425E12,6.8950405,8.956999,8.44989,11.09645,4.0,4.0,10.026724,7.672465,0.21561182,-0.15611832,-0.15611832,-7.672465,1000.0,1500.0,20.0,0.0,0.0,0.31874973
1.3861425E12,6.8950405,8.956999,8.44989,11.09645,4.0,4.0,10.026724,7.672465,0.21561182,-0.15611832,-0.15611832,-7.672465,1000.0,1500.0,20.0,0.0,0.0,0.31874973
